WaterbodyID,COMID_Final,Outlier_COMID,DIST_Catv2,DistCat_trim,Alkalinity_uEqL,Aluminum_ugL,Arsenic_ugL,Chloride_mgL,Color_Apparent_PCU,Color_True_PCU,Conductivity_uScm,Copper_ugL,DO_mgL,DO_SAT_pct,E_coli_CFU100mL,Enterococcus_CFU100mL,Fecal_Coliform_CFU100mL,Hardness_mgL,Iron_ugL,Lead_ugL,Manganese_ugL,pH_None,Selenium_ugL,Sodium_mgL,Temperature_Water_DegC,TN_mgL,TP_mgL,Zinc_ugL,Al2O3Cat,AvgPredEC,BFICat,ClayCat,ElevCat,InorgNWetDep_2008Cat,IWI_v2_1,K2OCat,KffactCat,Na2OCat,OmCat,pcSLOPE,PctForest2019Ws,PctImp2019Ws,PctUrban2019Ws,PctWetland2019Ws,RockNCat,RunoffCat,SandCat,TmeanCat,WetIndexCat,WsAreaSqKm
TtID_7709672,7709672,No,Strs,Strs,,,,,,,,,,,277.25,,,,,,,,,,,,,,0.9,120.260221,45.2899,12.3,325.2907,4.6801,0.626943586,0.15,0.28,0.15,3.48,0.072265,61.22,3.43,6.63,14.92,136.5645,667,34.02,7.522848841,824.1848,32.4243
TtID_7709674,7709674,No,Strs,Strs,,,,,,,392,,3.94,42.4,10,,10,,,,,7.7,,,20,,,,0.9,95.71049724,45,7.35,299.6098,4.5818,0.582953166,0.15,0.2708,0.15,5.75,0.036388,62.16,6.18,10.75,7.77,113.415,667,53.3901,7.689655167,845.7167,154.6551
TtID_7709686,7709686,No,SomeStrs,Strs,,,,,15.75,15,214,,10.32,99.6,63.6,,,,,,,8.08,,,14.14286,0.414,0.0052,,6.576,50.43425414,45.4291,7.7242,353.2018,4.7231,0.749720754,1.2216,0.2595,0.6369,3.3057,0.618671,79.64,1.6,3.32,7.66,147.313,667,43.1173,7.425047131,773.1152,26.5329
TtID_7709688,7709688,No,Strs,Strs,,,,,31,18.5,436.30769,,7.7,82.30769,358.2,,610,143.33333,,,,7.8,,,18.83077,0.942,0.0204,,0.9,76.48232044,45.0142,9.4703,302.7127,4.6337,0.560252122,0.15,0.2744,0.15,4.7406,0.001,62.18,6.61,11.34,11.07,132.8299,667,45.5081,7.694921178,875.6444,347.2983
TtID_7709698,7709698,No,SomeStrs,Strs,,,,,,,,,,,135,,,,,,,,,,,,,,0.9,117.7751381,45,12.3,347.2068,4.679,0.618996949,0.15,0.28,0.15,3.48,1.841498,48.46,4.34,8.17,20.94,135.8728,667,34.02,7.385523744,790.6865,2.6001
TtID_7709700,7709700,No,Strs,Strs,,,,,,,,,,,244.45,,,,,,,,,,,,,,1.0864,120.2607735,45.1639,12.3,342.9409,4.6856,0.632275101,0.1826,0.28,0.17,3.48,0.609226,62.67,3.17,6.17,14.43,135.6029,667,34.0219,7.403142266,811.1576,29.5758
TtID_7709752,7709752,No,Strs,Strs,,6.66667,0.5,23.2,8,,452.66667,0.72667,8.93333,97.33333,46.5,,,,53.33333,0.2,5.26667,8.16667,1,,16.76,0.3,0.0064,5,2.5714,142.1779006,44.0442,12.2223,348.2822,4.7469,0.535530202,0.4995,0.2778,0.2764,3.4518,0.778273,55.22,1.69,3.41,16.84,139.486,667,34.2102,7.350258808,774.4521,17.4582
TtID_7709784,7709784,No,Strs,Strs,,,,,26,25,138.8,,9.54,92.6,25.4,,,,,,,7.56,,,13.82,0.294,0.0062,,12.0037,36.43314917,43.5078,6.039,451.9413,4.9174,0.784549662,2.3686,0.2332,2.2672,1.1526,4.611454,80.5,0.44,0.84,12.82,147.2021,667,38.5096,6.995206714,695.891,23.1876
TtID_7709808,7709808,No,SomeStrs,Strs,,,,,,,164.44,,9.76,93.6,100,,100,,,,,7.88,,,14.9,,0.0112,,13.5898,34.41491713,43.7387,5.71,404.4653,4.7588,0.681621113,2.6435,0.2327,2.6122,1.04,2.289111,84.55,2.19,4.4,4.46,152.4832,667,38.7556,7.096805098,693.2924,20.6163
TtID_7709812,7709812,No,Strs,Strs,,,,,16.25,15.25,443.4,,9.92,99,47.85714,,80,,,,,8.24,,,15.22,0.25,0.0058,,6.2418,37.12541436,44,8.2574,315.0812,4.6454,0.720384986,1.1827,0.2671,0.8903,1.9832,2.52815,81.09,2.26,4.26,5.26,149.8763,667,36.8252,7.644963221,728.4649,37.3176
TtID_7709814,7709814,No,Strs,Strs,,,,,24.75,16,381.875,,8,85.5,48.2,,,,,,,7.825,,,18.075,0.324,0.0108,,4.5728,119.1674033,44.0152,11.8553,291.5617,4.6588,0.657650752,0.913,0.2697,0.4276,3.3134,0.398947,62.64,2.71,5.14,13.6,138.0328,667,34.4087,7.791205196,778.3964,39.1482
TtID_7709842,7709842,No,Strs,Strs,,,,,,,518.34,,9.74,92.4,10,,14,,,,,8.04,,,14.22,,0.0142,,14.045,33.84585635,44,5.71,462.5389,4.7316,0.762017874,2.722,0.231,2.8549,1.04,4.16259,79.55,0.78,1.54,6.74,150.0495,667,38.76,6.892612969,697.391,15.2415
TtID_7709846,7709846,No,SomeStrs,Strs,,8.16667,0.5,3.6,11.11111,15,134.1875,0.66333,9.675,96.875,33.36364,,,,53.33333,0.2,1.43333,7.79375,1,,14.83333,0.262,0.0051,5,7.4141,34.04309392,44,8.3213,300.7706,4.6287,0.784757322,1.3408,0.2495,1.0236,2.7117,2.5009,90.06,0.37,0.47,6.21,157.7034,667,38.951,7.704508157,705.7648,22.8744
TtID_7709856,7709856,No,Other,Other,,,,,24.75,15.25,488.75,,8.0125,88.25,19.2,,,,,,,7.9375,,,19.29,0.332,0.0106,,7.7398,117.5071823,45.0631,9.4942,325.2601,4.707,0.666206769,1.5911,0.2639,0.6558,2.4411,0.417209,72.58,2.29,4.37,9.94,144.8971,667,36.025,7.587998659,709.7571,105.4395
TtID_7709860,7709860,Yes,BestRef,Ref,641.37884,32.04571,2.119,13.90444,,,99.45,1.74333,11.15556,,,,246,28.05556,60.28889,1.83768,5.25,7.46639,,8.66778,10.75444,,0.0046,3.89872,13.3495,55.24475138,43.4375,14.2084,434.6449,4.8769,0.80519187,2.4668,0.3024,1.4991,1.4931,1.576427,89.47,0.82,1.72,3.45,144.733,646.051,25.7396,6.965644172,706.9229,31.1994
TtID_7709866,7709866,No,SomeStrs,Strs,,,,,25,17.75,388.25,,8.65833,94.58333,49.6,,34,140,,,,8.05,,,19.85833,1.286,0.0571,,3.6282,71.9441989,46.656,7.0197,283.1327,4.6562,0.594761953,0.6809,0.2665,0.3678,1.5392,0.551261,66.76,4.57,8.01,11.64,137.729,667,37.7055,7.941688069,716.847,719.145
TtID_7709920,7709920,No,Strs,Strs,1541.42,,,6.5,,,116.75,,9.175,89.5,20,,60,47.5,,,,7.95,,,16.2,,0.0175,,3.2935,41.40110497,44,6.21,395.9106,4.6518,0.735730975,0.6068,0.23,0.4467,2.22,1.251851,70.09,1.02,1.63,6.04,144.6186,667,39.9,7.243192991,790.9444,10.8315
TtID_7709938,7709938,No,Strs,Strs,,,,,,,206.75,,9.375,87,40,,60,,,,,7.575,,,13.35,,,,0.9,50.63259669,46,12.1458,358.7822,4.6278,0.761273116,0.15,0.2772,0.15,3.4082,0.001,77.08,0.65,1.07,10.72,154.283,667,35.9239,7.452218985,839.8354,49.3488
TtID_7709942,7709942,No,SomeStrs,Strs,,,,,,,132,,9.85,93.75,20,,26.66667,,,,,7.575,,,14.425,,,,4.1606,53.87403315,44.8425,9.7757,404.2075,4.6698,0.782632248,0.8203,0.2245,0.7703,2.9484,1.436732,76.32,0.89,1.47,6.39,146.8257,667,37.779,7.270384745,770.141,19.5642
TtID_7709954,7709954,No,Strs,Strs,,,,,15,15,266.8,,8.97,87.4,124,,80,,,,,7.48,,,14.71,0.612,0.0081,,2.9953,71.71381215,47.7581,9.0457,226.0022,4.7435,0.668257403,0.6179,0.2729,0.3847,4.8861,0.220018,75.63,1.16,2.36,6.06,141.0293,667,47.2458,8.385067024,855.7771,137.79
TtID_7709960,7709960,Yes,SubRef,Ref,,,,,31.5,24,173,,8.9375,98.25,27.2,,,,,,,8.1875,,,19.4875,0.264,0.0094,,7.6957,49.63038674,46.0207,8.2587,414.0273,4.6791,0.747705068,1.4799,0.2566,0.936,2.2379,0.442053,78.61,0.43,0.67,13.2,143.4393,667,37.901,7.462529709,746.7702,23.4162
TtID_7709986,7709986,No,SomeStrs,Strs,,,,,,,,,,,,,,,,,,,,,17.1,,,,1.3855,99.8480663,47.0161,7.35,220.4089,4.7893,0.668716707,0.2643,0.2704,0.1896,5.75,0.096568,62.39,1.74,3.68,15.47,154.4065,667,53.7622,8.456724765,873.5331,41.8491
TtID_7709992,7709992,Yes,SubRef,Ref,,,,,,,216,,10.15,95.25,40,,40,,,,,8.175,,,13.5,,,,6.6493,76.82596685,46.7936,8.2669,347.821,4.6923,0.738890047,1.3002,0.2527,0.6568,2.0518,0.095701,76.86,0.83,1.47,10.14,140.3351,667,37.3344,7.744299073,771.9792,83.4957
TtID_7710016,7710016,No,Strs,Strs,,,,,23,16.5,418.6,,8.41818,91.90909,75.2,,74,,,,,8.06364,,,20.03636,1.026,0.0592,,6.3879,75.08950276,47.9031,6.8272,233.1456,4.7525,0.60291744,1.1937,0.2569,0.6556,4.2062,0.003965,68.14,3.88,6.9,10.8,148.4457,667,49.021,8.349961143,916.1374,1023.8679
TtID_7710018,7710018,No,Strs,Strs,,,,,25.5,19,282,,6.925,77.83333,158.2,,142,,,,,7.81667,,,20.40714,0.43,0.0217,,0.9,92.66685083,48,7.2804,201.3159,4.7673,0.706109741,0.15,0.27,0.15,5.4602,0.001,58.25,1.45,2.93,21.47,128.4181,667,52.4783,8.523027257,1624.2337,129.9771
TtID_7710028,7710028,Yes,SubRef,Ref,,8.33333,0.5,12.8,8,,182.33333,0.75333,8.36667,87,16.5,,,,53.33333,0.2,0.88667,7.76667,1,,14.74,0.352,0.0076,5,12.0565,51.30497238,47.0161,6.0165,436.5316,4.8093,0.719976756,2.3117,0.23,2.0387,1.767,2.271284,74.2,0.75,1.36,11.93,142.169,667,40.9011,7.656635952,774.6739,14.9211
TtID_7710030,7710030,No,Other,Other,3699.408,,,10,20.5,15,259.23077,,9.9,95.69231,31.15385,60,52.5,145,,,,8.09231,,,14.43077,0.244,0.01167,,5.4593,80.46464088,47.1942,9.5325,326.6313,4.7644,0.736100306,1.0603,0.2513,0.9539,2.908,0.91371,77.45,0.82,1.47,9.13,146.1128,667,37.8267,7.790686601,748.2614,101.5335
TtID_7710066,7710066,No,Strs,Strs,,,,,27.25,16.5,457,,8,87.5,73.6,,,,,,,8,,,19.15,0.888,0.0436,,6.1015,73.85635359,48.074,9.5308,243.4728,4.7946,0.607376027,1.2707,0.27,0.5252,4.4363,0.001,66.37,3.49,6.25,12.34,131.6217,667,38.849,8.369499023,866.0787,1219.2354
TtID_7710072,7710072,No,Strs,Strs,4574.268,,,10,17.375,15.75,285.52381,,9.87,94.97619,106.14286,62.22222,175.3125,147.875,,,,8.06095,,,14.4,0.409,0.01274,,4.7811,62.02099448,47.9923,8.94,256.5548,4.8824,0.695146114,0.9428,0.2686,0.7669,3.6338,0.219669,72.82,1.05,1.97,9.57,139.0828,667,42.1954,8.258422067,846.6921,159.8022
TtID_7710096,7710096,No,Strs,Strs,,,,,,,296,,12.445,106.35,,,,,,,,7.795,,,8.41,,,,8.0646,47.02983425,48.1549,7.9712,290.0773,5.1789,0.660655249,1.3926,0.2761,0.8154,3.718,0.369909,73.02,0.98,1.84,10.34,154.1078,667,43.1353,8.370268026,766.4698,100.683
TtID_7710156,7710156,No,HighStrs,Strs,,,,,38.75,30,483.61538,,8.04615,87,270,,330,,,,,7.79231,,,19.28462,1.23,0.0202,,0.9,56.41657459,45.8667,9.0408,319.5325,4.6049,0.567333199,0.15,0.2744,0.15,4.9779,0.111949,63.12,6.89,11.63,13.45,117.1161,667,47.208,7.57774435,873.3486,183.6387
TtID_7710172,7710172,No,Strs,Strs,,,,,26.5,19.75,416,,7.9,80.25,183.2,,162,,,,,7.8,,,16.9,3.22,0.1566,,3.3945,74.66022099,44.6882,8.8452,326.0999,4.6889,0.562796545,0.6375,0.2731,0.3298,3.753,0.027087,62.81,6.24,10.8,11.13,143.1209,667,42.7582,7.584988446,821.6981,384.3819
TtID_7710178,7710178,No,SomeStrs,Strs,,,,59.72727,,17.52174,456.9375,,8.875,95.25,,,,,,,,8.1875,,,17.32727,0.2613,0.00687,,2.7908,112.2723757,44.188,11.4989,337.5819,4.7008,0.731940242,0.5788,0.2711,0.273,3.5252,1.120759,68.28,4.89,7.72,16.91,141.2983,667,35.98,7.496274647,788.8646,16.7796
TtID_7710180,7710180,No,Strs,Strs,,,,,35.75,22.75,396.1,,8.49,89.1,51,,84,,,,,7.88,,,18.56,2.38,0.0999,,2.1316,74.85745856,43.7603,10.7585,335.9215,4.7582,0.568266954,0.3779,0.2753,0.3225,2.9061,0.248581,63.44,5.99,10.35,11.45,145.5221,667,35.1342,7.536581233,770.881,437.6844
TtID_7710192,7710192,No,Strs,Strs,,,,,29,21.75,418.2,,6.36,64.2,2319.6,,4724,,,,,7.44,,,18.12,1.818,0.1609,,6.2623,74.45414365,43.9999,11.2751,314.3753,4.6688,0.572954787,1.3033,0.2782,0.7628,3.0997,0.187952,64.71,5.6,9.73,11.09,141.1212,667,34.743,7.68556959,807.6694,531.603
TtID_7710200,7710200,No,Strs,Strs,,,,,16.5,15,462.92308,,8.71538,92.46154,24.8,,32,,,,,8.07692,,,18.38,0.408,0.0109,,1.6483,116.1530387,47.5631,11.2597,246.0005,4.6708,0.661803198,0.3958,0.2773,0.2323,3.9692,0.266894,72.38,2.29,4.39,9.77,138.7523,667,38.3484,8.184505531,802.9026,114.3126
TtID_7710202,7710202,No,Other,Other,,6.7,0.5,8.2,20.77778,22.75,215.9375,0.72667,7.125,75.375,164.875,,80,,68.33333,0.2,55.66667,7.3875,1,,17.93333,0.305,0.01933,5,9.9745,46.10276243,44,7.7407,379.99,4.6578,0.699988114,1.9467,0.2472,1.8079,1.9675,0.238994,80.22,0.38,0.71,10.72,152.2822,667,38.0173,7.36790687,744.6815,57.5397
TtID_7710208,7710208,Yes,BestRef,Ref,,12.9,0.59667,2.80333,18,32.76923,54.66667,0.67,8.72,93.46667,30.33333,,,,154.66667,0.2,5.16667,7.28,1,,17.44706,0.26,0.01118,5,14.1271,33.35248619,45.8339,5.8687,521.7996,4.7437,0.815645721,2.4712,0.2304,2.7456,1.4202,3.390961,90.78,0.12,0.12,5.17,157.15,667,39.8162,6.921666772,713.3639,12.8367
TtID_7710210,7710210,No,Strs,Strs,,,,,25,19,390.7,,9.04,96.5,27.4,,38,,,,,8.2,,,18.91667,1.146,0.0552,,5.182,72.04530387,47.6884,7.0144,276.2574,4.6493,0.593593785,0.9343,0.2482,0.603,2.825,0.061196,66.75,4.58,8.03,11.59,143.5689,667,42.7347,8.080695578,816.4291,726.4152
TtID_7710224,7710224,No,Other,Other,,,,,,,,,,,20,20,40,,,,,,,,,,,,6.8823,46.04088398,47.8138,7.7216,331.2117,4.9014,0.730316728,1.259,0.2405,1.4093,2.0036,1.660122,77.26,0.75,1.32,9.42,148.9591,667,38.1892,7.761522161,753.4813,26.4015
TtID_7710228,7710228,Yes,SubRef,Ref,,,,,30,24.5,279.75,,6.825,74.75,76,,,,,,,7.7,,,19.1875,0.4,0.019,,1.8894,89.19723757,47.6401,8.3004,215.246,4.8565,0.720837579,0.3599,0.27,0.2226,5.1782,0.055555,57.53,1.14,2.23,22.89,176.3712,667,47.2683,8.496897469,964.3635,62.3133
TtID_7710236,7710236,Yes,BestRef,Ref,,,,,,,29.49995,,11.88,104.3,,,,,,,,7.005,,,9.81,,,,4.3267,94.45911602,47.4874,14.1589,527.3018,5.3805,0.799502373,0.8692,0.3076,0.4077,1.4564,5.247367,92.05,0.16,0.26,4.91,180.4427,650.9128,26.6846,7.75575043,699.852,9.0828
TtID_7710242,7710242,No,SomeStrs,Strs,,,,,,,299.19997,,11.382,100.12,,,,,,,,7.646,,,9.904,,,,5.7495,54.50607735,48.4866,8.8208,257.5996,5.0025,0.640868874,1.076,0.2681,0.6401,3.8642,0.362785,70.92,1.87,3.38,10.46,148.3582,667,39.6368,8.455064833,812.8104,119.1276
TtID_863A6724-1721-4835-9A59-ED3AB4802981,-999999,No,,Unknown,41.99328,105.484,,2,,13.33333,11.55,,8.75,83.3,,,,3.78133,50,,5,5.825,,0.795,14.315,0.20667,0.00682,,,,,,,,,,,,,,,,,,,,,,,
TtID_9050af51-3766-48ba-9e29-b1770eeb4e7e,-999999,No,,Unknown,,,,,,,,,,,,,,,,,,,,,,1.4,0.035,,,,,,,,,,,,,,,,,,,,,,,
TtID_92fc4fb4-ba50-45cb-8c1c-bd5c5213fb5f,-999999,No,,Unknown,,,,15.50909,,,99.18647,,,,,,,,,,,5.96467,,,,,0.01116,,,,,,,,,,,,,,,,,,,,,,,
TtID_931070172,931070172,No,HighStrs,Strs,699.888,,,22,,16.4,158.44444,,7.99444,80.16667,69.41667,20,1029.3,34.33333,,,,6.67222,,,16.22222,0.546,0.03935,,14.3036,41.62154696,53.3895,4.1672,100.3739,4.478,0.622150124,2.9708,0.1799,1.704,0.8908,0.241409,58.65,6.22,11.52,10.45,81.6769,494.0134,62.4027,9.289609315,808.4822,326.6739
TtID_9342555,9342555,No,Other,Other,,,,15.22727,,,75.47294,,,,20,,,,,,,6.07294,,,,,0.01506,,11.8822,39.4878453,47.6533,3.5952,343.2894,4.5059,0.739561774,2.5108,0.21,1.133,5.455,1.154347,70.64,1.38,2.88,14.3,15.0202,641,64.7012,7.264916928,804.4824,19.5156
TtID_9342593,9342593,No,SomeStrs,Strs,,213.33333,3.3,14.4,,85,68.33333,1.16667,8.1,92.16667,30.16667,,,,1553.33333,1.06667,56.66667,5.76667,1,,18.9875,0.402,0.022,6.26667,15.1592,47.12541436,49,6.21,358.0273,4.5861,0.796288378,2.8523,0.2233,1.6738,2.22,1.450826,75.5,0.96,1.88,12.12,93.5486,640.9476,42.19,7.278368833,780.2885,18.342
TtID_9342755,9342755,No,Other,Other,,,,18.26364,,,91.63643,,,,,,,,,,,6.21857,,,,,0.01076,,12.3037,37.42928177,47.6696,3.3921,343.799,4.5067,0.67377593,2.6809,0.21,1.4768,4.7183,1.231973,56.64,3.72,7.46,11.58,14.4949,641,69.6969,7.266904584,766.2455,7.2855
TtID_9342757,9342757,No,Other,Other,,,,,,,58.4,,7.59,79.56667,,,,,,,,5.72,,,17.57333,,0.0284,,12.7808,36.50110497,48,4.4326,343.1351,4.5456,0.740019508,1.4537,0.2111,1.9546,3.3964,0.705106,72.98,1.12,2.32,13.27,17.0936,641,54.906,7.260263034,807.6534,14.301
TtID_9342769,9342769,No,Strs,Strs,,148.66667,2.23333,79.6,,186,330.83333,1.7,6.56667,76.66667,240.5,,,,2366.66667,0.78667,91.33333,6.3,1,,20.67143,0.958,0.0908,8.1,15.1592,50.5801105,50.6471,6.21,345.8234,4.5913,0.590434307,2.8523,0.23,1.6738,2.22,0.543683,43.35,14.47,26.13,22.23,92.0339,609.2941,42.19,7.422750816,826.9766,2.8458
TtID_9342831,9342831,No,BestRef,Ref,,,,,,,27.2,,8.38,88.9,20,,,,,,,6.82,,,18,,0.041,,12.1854,37.63314917,48,4.67,437.9277,4.6205,0.879061826,2.1781,0.23,1.4049,3.15,1.092307,86.53,0.29,0.5,5.87,15.6632,622.5157,49.8763,6.980197956,728.976,3.2688
TtID_9343237,9343237,No,Ref,Ref,,,,21,,,93.76696,,,,,,,,,,,5.39304,,,,,0.05155,,13.047,41.05966851,46,5.2046,326.1107,4.5481,0.768948312,2.58,0.2375,1.9212,1.6767,0.177301,59.26,2.56,3.63,27.86,14.8299,595.3901,50.5161,7.416381369,787.3488,3.1014
TtID_9343239,9343239,No,Ref,Ref,,,,3,,,17.09115,,,,,,,,,,,5.39346,,,,,0.02541,,13.3268,42.64751381,46,4.8898,338.686,4.5761,0.841844667,2.697,0.2288,2.1397,2.9881,1.195685,70.58,0.39,0.57,16.69,14.9984,638.3498,50.3994,7.40099546,780.4449,3.1329
TtID_9343315,9343315,No,Other,Other,,,,19.65882,,,97.08522,,,,23.07692,,,,,,,6.01,,,,,0.01895,,12.6527,39.29834254,47.8293,3.6812,356.0764,4.5408,0.682395626,2.4256,0.21,1.5061,6.2749,1.093894,64.41,3.66,7.54,13.74,16.4657,638.7168,59.8912,7.257903042,765.4534,6.8004
TtID_9343345,9343345,No,Strs,Strs,,,,,36.6,29.8,87.2,,7.42,85.2,21.8,,43.8,,,,,5.96,,,22.18,0.304,0.0122,,14.7797,36.57237569,48,3.4757,328.0118,4.5648,0.692594368,2.9659,0.2099,2.1884,5.5874,0.70078,65.6,2.57,5.19,11.88,84.1071,641,60.3351,7.301178178,785.0871,54.4545
TtID_9343353,9343353,No,Strs,Strs,,,,,150,,,,,,,,,,,,,,,,,,,,15.0775,45.18176796,48.0388,3.73,342.1878,4.5666,0.716659113,2.2733,0.21,1.8359,6.55,1.063535,63.57,2.87,5.59,15.24,91.8991,641,58.027,7.308271305,764.716,139.2192
TtID_9343355,9343355,Yes,SubRef,Ref,,,,,,,63,,8.75,95.5,,,,,,,,6.35,,,19.85,,,,14.5157,30.82983425,48.2612,3.73,290.5313,4.6101,0.788877049,2.9413,0.21,3.262,6.55,1.056413,74.11,0.76,1.43,14.85,15.9712,641,57.98,7.515066093,741.0719,37.377
TtID_9343361,9343361,No,Strs,Strs,106.6496,,,,90,70,100.57143,,8.19333,93.53333,137.27273,,196,,,,,6.22,,,21.65333,0.428,0.029,,14.9085,45.1961326,47.997,3.5783,286.3423,4.5906,0.68514138,2.4765,0.2061,1.6431,5.9354,0.881429,63.34,3.07,5.99,15.12,46.2136,641,59.9394,7.458439777,821.4638,143.9109
TtID_9343363,9343363,Yes,SubRef,Ref,85.06101,,,8.32836,,,51.19167,,8.13521,68.84507,63.33333,,45,6.78507,,,,5.35753,,,11.025,0.38,0.02255,,12.7002,30.78176796,47.5746,3.6881,286.5124,4.6007,0.790921684,2.1405,0.21,2.5364,6.3797,0.104318,68.95,1.27,2.44,16.25,16.1377,641,58.8392,7.477161513,802.0584,125.4069
TtID_9343371,9343371,No,SomeStrs,Strs,,,,,,,36,,9.9,90,,,,,,,,6.5,,,11.9,,,,14.0824,35.30662983,49,4.5182,263.2246,4.6168,0.794439875,2.7254,0.22,1.4068,3.0094,1.340144,90.37,0.24,0.45,1.8,16.9061,641,51.876,7.63381828,700.1531,16.461
TtID_9343375,9343375,No,SomeStrs,Strs,,230,1.93333,20,154,139.9,96.27778,1.24667,6.07647,68.47059,59.36364,,15.4,,1533.33333,1.26667,87,5.42778,1,,19.575,0.621,0.0498,6.7,14.659,48.06353591,48.0052,2.8108,322.795,4.5913,0.794695559,2.6259,0.1909,1.5976,1.9659,0.271496,64.71,1.63,3.32,18.51,87.481,641,67.5244,7.324604325,776.0865,74.2149
TtID_9343409,9343409,No,SomeStrs,Strs,216.425,51,,46.715,,61.5,217.25,,,,,,,,,,,6.96,,28.625,,1639,40.88565,,14.5,38.29447514,49.0803,2.8643,266.5738,4.5725,0.654862,2.96,0.1856,3.3,1.2884,0.031968,61.7,4.26,7.79,16.74,16.5816,641,67.416,7.556195866,823.7799,487.8279
TtID_9343417,9343417,No,SomeStrs,Strs,1528.922,,,78.11111,,,549.55556,,6.77407,78.14815,90.5,,140,98.44444,,,,7.1,,,22.75185,,0.25333,,14.6824,45.99834254,49.084,2.8966,267.9359,4.5613,0.556064159,2.7028,0.1822,1.5648,3.0736,0.006254,51.67,8.52,15.05,18.72,86.4158,641,66.3223,7.553683665,832.1478,159.6303
TtID_9343421,9343421,No,Strs,Strs,193.3024,56.33333,0.5,5.8,42,33.7,49.17647,0.57,7.41875,83.5625,141.45455,,47.2,,1053.33333,0.5,115.66667,6.34118,1,,20.61111,0.264,0.0131,5,14.557,36.56243094,48.5782,3.1625,201.057,4.5687,0.792063882,1.8059,0.2016,2.6393,2.9456,0.191414,83.32,0.62,1.21,6.17,15.914,641,64.7524,7.851285163,820.0924,42.858
TtID_9343427,9343427,No,BestRef,Ref,,,,,,,45,,6.05,65,,,,,,,,5.6,,,19.2,,,,14.5,29.40110497,49.2523,4.0196,297.4909,4.5851,0.852001879,2.96,0.2054,3.3,5.4217,1.843704,77.07,0.32,0.55,16.06,16.0777,641,57.4451,7.520049769,762.9708,2.925
TtID_9343457,9343457,Yes,BestRef,Ref,,,,4,,46,24.4,,9.9,94.2,,,,,,,,5.78,,,13.22,0.25,0.01275,,13.9417,33.54143646,49,4.6905,300.4704,4.6551,0.825795687,2.5573,0.2266,2.7962,3.0339,1.301567,89.94,0.22,0.32,5.72,20.4667,640.6861,50.315,7.493648631,724.2891,10.8945
TtID_9343459,9343459,No,SubRef,Ref,,17.66667,0.5,6.6,,15.4,56.83333,0.51,9.18333,93.83333,54.33333,,,,84.66667,0.5,7.03333,6.6,1,,14.81429,0.1298,0.0052,5,13.8199,28.76243094,49,4.6986,313.8592,4.6873,0.739971716,2.0134,0.224,2.183,3.0074,2.968673,89.26,0.96,1.94,1.04,23.2914,639.6087,50.4485,7.37186526,696.5055,5.1912
TtID_9343477,9343477,No,SomeStrs,Strs,159.9744,,,,65,58,56.72727,,7.8,84.36364,70,,65,,,,,6.2,,,19.36667,0.384,0.0204,,14.4029,33.99447514,49,3.5768,199.8342,4.6134,0.782920177,1.9815,0.1847,2.3393,1.1826,0.088607,77.71,0.92,1.78,11.12,15.9582,641,64.3461,7.924863041,798.6772,184.9752
TtID_9343483,9343483,No,SomeStrs,Strs,,,,,,,,,,,48.16667,,,,,,,,,,,,,,14.7399,38.30441989,48.8826,4.4986,266.5225,4.5824,0.662547178,2.6904,0.1956,2.0196,3.4457,0.62868,63.04,3.98,7.31,16.43,17.0136,641,56.604,7.622784504,724.6948,548.3376
TtID_9343493,9343493,Yes,SubRef,Ref,146.6432,,,,47.6,42,36.18333,,9.21818,96.09091,158.8,,160.4,,,,,6.60833,,,17.21667,0.2725,0.0136,,14.0305,33.65414365,49,4.8475,237.0076,4.6776,0.794411467,2.011,0.2061,2.4947,2.2436,2.6048,89.19,0.99,1.94,3.74,19.1537,641,53.0798,7.734726407,719.5686,18.2952
TtID_9343499,9343499,No,SomeStrs,Strs,,,,,,,172.5,,8.25,90,,,,,,,,6.35,,,19.75,,,,14.8026,47.67679558,50.0525,3.0097,298.6999,4.5866,0.815107501,2.604,0.2065,1.5223,1.203,1.73326,69.92,2.31,4.36,19.14,83.2636,641,65.3067,7.444205729,768.1946,8.2134
TtID_9343517,9343517,No,Other,Other,280.05469,,,31.55224,110,70,160.55352,,11.32609,101.02899,203.6129,,97.5,23.52308,,,,6.85211,,,12.18551,0.67574,0.03622,,13.1817,37.38895028,50.5475,4.99,182.641,4.7844,0.682172925,2.6353,0.1906,2.7901,1.45,0.756238,68.86,3.37,6.21,13.26,127.1711,641,55.6603,8.024281523,714.3068,964.7838
TtID_9343519,9343519,No,Strs,Strs,,,,,,,,,,,113,,,,,,,,,,,,,,14.3668,36.87071823,49,3.0963,184.6041,4.6713,0.67240768,1.8211,0.1831,2.1465,1.1071,0.1825,66.29,3.74,6.86,14.45,14.9085,631.0111,66.9207,7.971223675,780.7229,838.9017
TtID_9343543,9343543,No,SomeStrs,Strs,351.05493,,,73.60526,,,330,,9.35979,88.08247,208.08387,,72.25,40.21053,,,,6.426,,,14.38384,3.06577,0.11806,,14.856,46.93259669,50.0947,2.6777,298.5268,4.5863,0.531513485,2.6411,0.1898,1.545,1.9288,0.001,45.27,11.37,19.18,20.52,86.8092,641,67.7057,7.42687307,783.4734,88.002
