WaterbodyID,COMID_Final,Outlier_COMID,DIST_Catv2,DistCat_trim,Alkalinity_uEqL,Aluminum_ugL,Arsenic_ugL,Chloride_mgL,Color_Apparent_PCU,Color_True_PCU,Conductivity_uScm,Copper_ugL,DO_mgL,DO_SAT_pct,E_coli_CFU100mL,Enterococcus_CFU100mL,Fecal_Coliform_CFU100mL,Hardness_mgL,Iron_ugL,Lead_ugL,Manganese_ugL,pH_None,Selenium_ugL,Sodium_mgL,Temperature_Water_DegC,TN_mgL,TP_mgL,Zinc_ugL,Al2O3Cat,AvgPredEC,BFICat,ClayCat,ElevCat,InorgNWetDep_2008Cat,IWI_v2_1,K2OCat,KffactCat,Na2OCat,OmCat,pcSLOPE,PctForest2019Ws,PctImp2019Ws,PctUrban2019Ws,PctWetland2019Ws,RockNCat,RunoffCat,SandCat,TmeanCat,WetIndexCat,WsAreaSqKm
TtID_7691575,7691575,No,Strs,Strs,,32,0.50667,22.8,,45.8,142.66667,0.55667,7.23333,73.33333,117.2,,,,330,0.2,59.73333,6.7,1,,15.7,0.546,0.0616,6.66667,15.3784,42.45082873,52.1212,4.6342,168.4642,5.1389,0.441213065,2.7886,0.1899,3.2272,1.3806,1.410033,49.79,3.93,8.78,18.15,114.7114,483.1947,58.255,8.817834609,801.5527,3.9798
TtID_7691579,7691579,No,Strs,Strs,,,,,,37.4,144.5625,,5.2375,55.5,330.33333,,248.16667,,,,,6.325,,,18.35625,0.47,0.03667,,14.3314,44.06298343,53,4.5503,202.5446,4.7607,0.568058369,2.3976,0.2163,1.8114,0.8643,0.003923,55.94,4.66,8.83,15.59,93.3955,469,55.4305,8.587362428,873.6554,80.6625
TtID_7691581,7691581,No,Strs,Strs,,,,,,,,,,,250.78333,,,,,,,,,,,,,,14.7234,38.40220994,54.1065,3.8837,146.5938,5.1469,0.686100353,2.6651,0.1828,1.8592,0.81,0.136032,66.31,2.14,4.06,15.34,15.7718,469,60.5979,8.973358053,780.8653,487.3383
TtID_7691589,7691589,No,SomeStrs,Strs,,43.66667,0.5,16,,41.8,110.33333,0.88333,8.66667,87.33333,535.92,,,,150,0.25667,4.66667,6.63333,1.33333,,17.4,0.344,0.0228,5,15.0126,59.27734807,53.092,5.5876,224.3393,4.8103,0.656164572,2.3501,0.22,2.0579,0.8254,2.0451,57.01,1.9,3.93,18.87,91.6282,469,52.1623,8.483705224,809.4936,2.5434
TtID_7691605,7691605,No,Strs,Strs,,,,,,,108.2875,,5.875,62.75,133,,174,,,,,6.4,,,18.9875,,0.0299,,14.2075,46.14585635,53.3729,3.8657,206.3068,4.736,0.643351199,1.98,0.1814,2.2759,0.8953,0.20765,64.13,2.23,4.04,12.36,89.6194,469,61.9915,8.580416689,871.5906,14.706
TtID_7691607,7691607,No,Strs,Strs,118.59574,,,6.42308,,15,48.17619,,11.14519,100.23077,20.12553,380,65.20714,8.81,,,,6.52788,,,11.14381,0.13705,0.01019,,13.7854,45.09668508,54.5902,3.7912,152.3385,5.2462,0.798754761,2.4236,0.1855,2.7466,1.2285,0.100937,68.32,0.35,0.7,6.23,15.464,469,63.1856,8.938267502,774.6812,500.85
TtID_7691627,7691627,No,SomeStrs,Strs,,,,,,85.6,184.375,,3.42222,36.44444,185.33333,,,,,,,6.475,,,19.35556,0.79,0.1634,,14.5198,50.87734807,54.9989,2.8724,196.27,4.8411,0.500263461,2.3092,0.1939,2.8394,0.9336,0.028586,51.09,5.87,10.66,17.85,87.9606,469,66.96,8.563017177,938.4724,14.2704
TtID_7691631,7691631,No,Strs,Strs,,,,,,38.4,,,,,431.6,,,32,,,,,,,,0.672,0.0302,,14.6297,44.39889503,53,3.9739,196.9128,4.7944,0.580423935,2.5129,0.18,1.6448,0.8952,0.090159,56.88,4.61,8.53,15.5,84.1798,469,62.4866,8.574212567,844.7817,105.9165
TtID_7691633,7691633,No,HighStrs,Strs,,,,,,22.2,73.76154,,8.36154,95.46154,22.24167,,49.15,,,,,7,,,21.82308,0.33,0.02393,,15.0957,44.85359116,53.4618,2.35,188.6977,4.7988,0.65564159,2.2513,0.188,1.8567,0.96,0.16132,60.42,1.65,3.08,13.7,83.7832,469,69.0101,8.575198017,889.9139,64.9818
TtID_7691649,7691649,No,SubRef,Ref,,,,,,,62.5,,8.45,93.5,,,,,,,,7.2,,,20.4,,,,14.5817,48.84088398,54.0798,6.2369,270.5599,5.0782,0.739856628,2.4935,0.2093,2.4495,0.7873,3.853696,66.69,1.04,1.64,16.08,15.9098,469,47.4228,8.71709584,761.2331,5.166
TtID_7691657,7691657,No,SomeStrs,Strs,,,,,,,202,,4.8875,52.875,196.16667,,286.66667,,,,,6.5125,,,19.4875,,0.122,,14.4492,50.2718232,55,3.373,194.9916,4.834,0.512085319,2.4072,0.1754,3.0196,2.6466,0.001,49.69,5.29,9.66,20.54,89.8553,469,67.7773,8.595816467,985.856,18.3402
TtID_7691661,7691661,No,SomeStrs,Strs,,,,,,48.6,117.28571,,9.19286,100.28571,309.08333,,304.83333,,,,,7.12857,,,19.79286,0.474,0.05364,,14.1591,44.57127072,55,3.9266,203.9468,5.0333,0.60237147,2.6238,0.1871,3.0664,0.833,0.688024,59.62,3.12,5.81,15.21,15.3517,469,59.5639,8.755860313,733.0199,379.4733
TtID_7691669,7691669,No,SomeStrs,Strs,,,,,,,132.25,,5.275,54.75,24.66667,,52.16667,,,,,6.3,,,18.4,,0.04364,,15.0957,45.08232044,54,3.7133,182.44,4.8091,0.610135121,2.2513,0.22,1.8567,0.9033,0.001,58.53,3.35,6.23,15.57,90.4361,469,59.27,8.615242004,1020.8333,184.8771
TtID_7691675,7691675,Yes,Ref,Ref,,,,26.75,,120,121,,3.06667,32.66667,,,,,,,,6.06667,,,18.5,0.52,0.0545,,14.2898,39.01546961,53.9315,6.44,206.3608,4.7802,0.7521241,2.1782,0.2195,2.0568,0.79,0.219437,68.37,1.53,3.26,20.05,93.8851,469,46.5075,8.557234618,799.1431,11.3814
TtID_7691683,7691683,No,Strs,Strs,,,,,,,261.5,,5.5,61,,,,,,,,6.85,,,19.65,,,,16.31,34.19889503,53,4.6023,117.6989,4.9983,0.439490022,2.6067,0.1868,3.15,1.378,0.268643,43.68,5.29,9.77,26.53,115.443,469,58.5298,9.209921882,869.3624,13.9419
TtID_7691685,7691685,No,Other,Other,,153.33333,0.62667,15.8,,137,106.66667,0.62333,5.55,54.5,531.8,,,,780,0.28667,202,5.76667,1.33333,,16.36667,0.668,0.055,5,14.2075,53.74585635,53.9564,4.958,256.6493,4.7515,0.68502608,1.98,0.2124,2.2759,0.8524,2.468676,60.12,2.13,3.99,12.36,92.5656,674.628,54.9157,8.613262306,770.5515,6.2271
TtID_7691733,7691733,No,Strs,Strs,,,,,,,273.86667,,7.73333,83.73333,282.25,,951.08333,,,,,7.06,,,18.59333,,0.07008,,8.3603,42.73425414,51.4704,2.6421,69.7631,4.7307,0.424716231,2.563,0.1859,0.5875,0.9257,0.459917,41.68,12.65,23.53,14.86,90.664,469.1445,69.2481,9.671006183,816.0411,28.8432
TtID_7691735,7691735,Yes,SubRef,Ref,,,,,,,209,,8.95,100,,,,,,,,7.55,,,20.9,,,,11.5075,50.26464088,55.5766,6.4117,224.4796,4.8954,0.69952817,1.4272,0.2196,1.9477,0.798,2.869301,71.11,3.03,5.24,12.07,15.7425,469,46.2199,8.697705292,728.5667,20.0817
TtID_7691743,7691743,Yes,Ref,Ref,,,,,,,,,,,,,,,,,,,,,18.1,,,,12.6609,34.93756906,55.2466,5.8793,248.1016,4.8605,0.794704702,2.1367,0.2061,1.7475,1.0346,4.394042,83.93,0.61,0.93,6.17,15.5231,469,49.4649,8.680897141,736.908,3.6864
TtID_7691745,7691745,No,SomeStrs,Strs,,,,,,,,,,,607.98462,,,,,,,,,,,,,,13.3037,42.6961326,53.9834,4.3086,136.8792,4.8548,0.60894039,2.1638,0.1946,2.4112,1.142,0.03917,63.66,3.31,6.12,13.13,14.3525,469,59.2068,9.153048871,784.3979,541.5822
TtID_7691747,7691747,Yes,Ref,Ref,,,,,,22.2,73.2,,9.8,98.2,204,,,20,,,,7.1,,,15.975,0.238,0.0162,,12.7206,42.09668508,54.9895,5.1603,246.923,4.8398,0.793295296,2.2328,0.19,1.7194,1.3667,5.408488,87.36,0.76,1.47,2.05,15.9113,469.4636,54.293,8.694883457,727.4964,2.9898
TtID_7691755,7691755,No,SomeStrs,Strs,,,,,,30.1,117.9,,8.97273,94.90909,290,,,,,,,6.71,,,17.89286,0.557,0.0257,,14.7,44.2640884,53.9442,3.6933,133.2998,4.7612,0.599873509,1.68,0.1851,2.86,1.2065,0.158491,71.44,3.34,6.42,8.45,17.0517,469,63.9044,9.146089029,811.7683,62.2035
TtID_7691763,7691763,No,SomeStrs,Strs,,,,,,42.6,66.2,,9.6,98.6,146.66667,,,,,,,6.78,,,16.2,0.356,0.0188,,14.9384,39.41104972,54.8802,4.991,217.3027,4.7129,0.693850083,1.9533,0.19,2.2585,1.4504,3.474204,80.82,1.1,2.22,7.54,17.2004,469,55.5244,8.661012194,772.3938,23.0319
TtID_7691773,7691773,No,Other,Other,,,,,,,114,,5.25,61.5,,,,,,,,6.25,,,23.2,,,,14.493,49.83259669,50.8066,6.438,277.6216,4.5432,0.692745524,2.9419,0.22,1.4042,0.7944,0.695792,63.07,2.05,4.02,19.97,94.3141,469,45.7781,7.772881727,833.6355,15.0138
TtID_7691775,7691775,Yes,SubRef,Ref,,,,,,72,,,,,240,,,,,,,,,,,0.29,0.013,,14.2176,40.62099448,50.7163,6.44,230.543,4.5627,0.752117676,2.2705,0.22,1.9242,0.79,0.225287,72.87,1.26,2.54,13.49,90.3075,469,46.7683,8.073392531,809.0685,80.082
TtID_7691911,7691911,Yes,SubRef,Ref,,,,,,,121.33333,,8.07778,85.33333,89.66667,,160.33333,,,,,6.3,,,18.4,,0.07433,,14.896,37.77071823,51,2.35,176.2506,4.9893,0.721201792,2.4916,0.1841,1.6288,0.96,0.493129,66.76,1.87,3.68,16.28,97.1249,469,69.3909,8.409178972,917.1809,329.6988
TtID_7691919,7691919,No,HighStrs,Strs,,,,,,,,,6.6,72.5,,,,,,,,,,,19.5,,,,15.0763,37.71878453,51,3.1058,180.9363,5.0524,0.720017521,2.2747,0.18,1.8346,0.9286,0.001,66.68,1.87,3.69,16.21,96.6957,469,64.6966,8.411181681,831.2283,333.6318
TtID_7691925,7691925,Yes,BestRef,Ref,,85.66667,0.5,17.8,,14,77,0.44,9.36667,95.66667,60,,,,70,0.2,14.43333,6.53333,1,,16.06667,0.1814,0.0072,10,14.38,44.74475138,49,4.99,198.7672,5.9694,0.873326667,1.6698,0.0486,2.2105,1.45,0.139961,89.64,0.5,1.08,2.56,34.2868,469,55.7,8.15513494,1000.3854,8.3736
TtID_7691991,7691991,Yes,BestRef,Ref,52.95734,,,6.67538,,,38.48667,,12.12156,101.11356,21.07692,,15.52647,,,,,6.216,,4.20231,7.80067,,0.01103,,14.7306,41.8198895,49.7189,4.99,211.8165,5.6924,0.815209272,1.8211,0.086,2.2538,1.45,0.104385,81.38,0.07,0.11,4.37,38.1386,469,55.7,8.269258517,1168.8815,11.0241
TtID_7692013,7692013,No,Other,Other,,,,,,,,,,,175.33846,,,,,,,,,,,,,,14.9104,37.73038674,53.0187,3.8169,166.9708,5.141,0.70969667,2.4546,0.1837,1.8491,0.8145,0.001,66.44,1.84,3.59,15.53,21.2539,469,59.0768,8.769592547,766.5455,425.7288
TtID_7692035,7692035,No,Strs,Strs,,,,,,,71,,6.5,76,,,,,,,,6.5,,,21.9,,,,15.0957,44.67071823,54,2.35,194.7271,5.0188,0.597460376,2.2513,0.18,1.8567,0.96,0.001,60.46,1.96,3.88,13.09,92.7227,469,72.0146,8.60320311,785.2029,44.6994
TtID_7692041,7692041,No,SomeStrs,Strs,,,,,,55.6,112.38889,,3.98889,42.38889,84.524,,161.83333,26,,,,6.27778,,,19.66111,0.518,0.05491,,13.4243,45.5320442,54.5107,3.1454,201.4026,4.9485,0.601428554,2.1578,0.1806,1.627,3.2373,0.001,57.23,3.39,6.28,16.71,90.0959,469,68.548,8.589339685,869.0254,273.7575
TtID_7692059,7692059,No,SomeStrs,Strs,,,,,,,104,,2.85,31.25,,,,,,,,6.15,,,19.825,,,,14.5078,45.59944751,55,6.44,185.3613,4.89,0.603909406,2.0985,0.22,2.0633,0.79,0.001,57.57,3.35,6.24,16.5,92.5782,469,45.66,8.612397402,1136.7302,245.349
TtID_7692069,7692069,No,Strs,Strs,,,,,,,125,,6.64286,73.71429,81.83333,,141.16667,,,,,6.48571,,,20.9,,0.04571,,15.0957,45.65359116,55,2.35,182.6812,4.8336,0.601178018,2.2513,0.22,1.8567,0.96,0.001,57.68,3.39,6.32,15.86,91.6482,469,58.6354,8.595214486,1959.1667,230.2353
TtID_7692143,7692143,No,Strs,Strs,,,,,,39.8,142.16667,,8.59167,96.5,369.33333,,706.16667,23,,,,7.08333,,,20.29167,0.604,0.05973,,14.6287,36.64530387,53.1724,3.7329,129.8681,4.8747,0.684179925,2.5667,0.1884,3.0097,1.2111,0.254244,65.83,2.17,4.08,11.66,16.3032,469,63.3937,9.198925528,765.6197,1675.4895
TtID_7692145,7692145,No,Strs,Strs,,,,,,,129.5,,8,96,,,,,,,,7,,,24,,,,15.2197,36.63701657,52.7514,4.99,107.2591,4.8593,0.683833749,2.4525,0.19,2.9816,1.45,0.001,65.83,2.16,4.07,11.66,49.1235,469,55.7338,9.324089578,822.0794,1678.4577
TtID_7692155,7692155,No,Strs,Strs,,,,,,,114.2,,7.72,89.4,113.37857,,,,,,,6.82,,,21.58,,,,13.3581,36.54696133,52.9907,3.1095,103.0427,4.8216,0.679261267,1.781,0.188,2.6296,1.1099,0.070836,65.61,2.2,4.14,11.79,71.3911,469,66.5802,9.359783915,766.4393,1725.588
TtID_7692167,7692167,No,HighStrs,Strs,,,,,,35.8,130.66667,,8.5,95.16667,71.16667,,56.33333,,,,,6.83333,,,20.48333,0.516,0.03945,,11.1252,36.19668508,52.4263,3.0309,85.0727,4.7997,0.678921357,1.968,0.1821,1.2897,0.9837,0.059089,65.64,2.24,4.23,11.79,117.1287,469,67.9133,9.511331463,860.4939,1769.6745
TtID_7692205,7692205,No,HighStrs,Strs,,,,20.2,,35.53333,150.72727,,9.025,100.25,415.73913,,1394,23,,,,7.3,,,20.15,0.553,0.04078,,9.0588,36.05745856,50.2629,4.71,45.8396,4.6474,0.650100789,2.5681,0.16,0.5098,0.64,0.598329,63.56,3.56,6.35,11.65,85.8053,591.7768,52.5,9.872441745,847.8697,1860.6456
TtID_7692257,7692257,No,Strs,Strs,464.93207,,,30.6375,,,248.00947,,11.41637,96.39882,92.69903,,52.74545,,,,,6.38098,,20.35714,8.53304,,0.03008,,14.5662,43.05082873,48,4.824,313.1837,4.8052,0.562207457,2.8812,0.1931,3.1395,2.203,0.631578,52.71,5.73,12.06,15.36,95.1588,469,56.0103,7.864733969,806.2818,1.53
TtID_7692371,7692371,No,SomeStrs,Strs,,,,,,,86.83333,,7.71667,85.66667,,,,,,,,6.35,,,19.0625,,,,14.2075,39.8640884,51,6.44,247.113,4.5572,0.744704049,1.98,0.22,2.2759,0.79,0.001,66.41,1.61,3.21,18.24,86.9609,469,45.66,8.062939106,831.4015,225.0009
TtID_7692439,7692439,No,SomeStrs,Strs,,,,,,,110,,3.58333,40.33333,,,,,,,,6.21667,,,21.26667,,,,14.7081,45.72044199,55,5.9959,193.1682,4.8795,0.602426628,2.1329,0.22,2.0397,0.8085,0.001,57.53,3.37,6.3,16.07,90.4815,469,49.0777,8.594749155,1244.17,233.19
TtID_7692453,7692453,No,HighStrs,Strs,,,,,,35.2,132.93333,,8.5625,97.625,93.376,,87.66667,27,,,,6.98667,,,21.15263,0.524,0.04836,,8.3603,36.09116022,53.5018,3.4294,68.5366,4.7272,0.673992998,2.563,0.1738,0.5875,0.817,0.641809,65.17,2.52,4.71,11.73,86.5796,478.1316,63.0044,9.689926436,872.7356,1787.1858
TtID_7692455,7692455,No,HighStrs,Strs,,,,,,,,,,,154.68462,,,,,,,,,,,,,,8.3603,36.11491713,52.9918,2.837,71.5963,4.7356,0.677158618,2.563,0.1738,0.5875,0.8963,0.038846,65.4,2.37,4.47,11.76,90.0487,470.2551,68.3646,9.646457349,887.7414,1780.0038
TtID_7692505,7692505,No,Strs,Strs,,,,,,,81,,2.1,23,,,,,,,,5.9,,,20.2,,,,15.0957,45.28342541,54,2.3537,198.5558,5.0181,0.598462628,2.2513,0.18,1.8567,0.9592,0.001,57.58,3.2,5.98,16.21,95.7827,469,71.2189,8.58353882,834.3682,319.2147
TtID_7698058,7698058,No,Strs,Strs,,,,69.8,,43.66667,280.09091,,7.45833,87.33333,644.66667,,,,,,,7.83636,,,22.63333,0.943,0.0689,,9.0588,50.17845304,47.2695,4.7849,55.2112,4.7061,0.535695517,2.5681,0.1655,0.5098,0.6417,1.656929,23.44,22.19,40.78,13.83,83.8012,679,50.7801,9.905145269,832.3918,87.1857
TtID_7698102,7698102,Yes,SubRef,Ref,,,,10.14286,,27.75,84.5,,8.05,89,,,,,,,,7.1,,,16.31667,0.32,0.01429,,14.5,34.85082873,55,6.44,112.4692,4.7226,0.774342868,2.96,0.22,3.3,0.79,0.141756,82.43,0.65,1.29,7.47,15.7215,679,45.66,9.360813533,808.094,35.3529
TtID_7698122,7698122,Yes,Ref,Ref,,,,,,,,,,,,,,,,,,,,,14.925,,,,14.1688,41.01325967,56,6.4246,159.6636,4.7428,0.761598897,2.842,0.22,3.1904,0.7977,2.589849,83.89,0.82,1.75,6.7,16.3002,679,46.1763,9.012873823,745.7707,10.9188
TtID_7698140,7698140,No,Strs,Strs,,,,,,,,,,,,,,,,,,,,,17.4,,,,14.2508,34.30718232,55.6721,6.44,137.7469,4.715,0.776364523,2.8712,0.22,3.2176,0.79,1.741095,84.41,0.45,0.8,5.4,16.5008,679,45.7135,9.187684926,751.0671,19.8756
TtID_7698150,7698150,Yes,Ref,Ref,,,,,,,63.1,,9.2,94,,,,,,,,6.9,,,17.6,,,,14.3735,33.66243094,55.9447,6.44,145.7821,4.715,0.785542974,2.9149,0.22,3.2582,0.79,2.114161,88.18,0.49,0.91,3.4,17.0407,679,45.8367,9.096820284,747.9046,9.2187
TtID_7698286,7698286,No,HighStrs,Strs,,,,,,,584.13333,,7.79,81,,,,,,,,7.315,,,17.241,,,,9.5212,80.72707182,50.6737,18.2647,39.663,4.7263,0.30444327,2.6131,0.3102,0.5908,1.5865,0.462767,23.91,11.74,22.87,9.31,105.2509,679,37.0511,10.21496141,833.948,6.093
TtID_7698826,7698826,No,Strs,Strs,,19.93333,0.5,51.8,,40.6,293.33333,0.68333,9.43333,96.33333,603.2,,,,85.33333,0.2,23.33333,7.2,1,,15.8,1.138,0.0484,7.5,8.4571,46.65082873,53.2537,9.54,72.9395,4.6942,0.502426446,2.5675,0.25,0.5888,0.74,0.300681,33.13,9.53,21.2,23.73,124.6523,679,43.2645,9.811672911,839.6228,9.657
TtID_7698828,7698828,No,Strs,Strs,,,,83.8,,21.88889,332.33333,,8.26,92.1,1450.86667,,,,,,,7.13333,,,20.04,1.37,0.0874,,9.0782,56.36906077,50.495,4.1286,34.9993,4.7317,0.583759101,2.57,0.3358,0.5132,0.8273,0.484069,14.51,19.84,41.13,9.46,99.5415,679,57.5976,10.17796393,809.0196,11.8251
TtID_7698830,7698830,No,SomeStrs,Strs,,21.33333,0.5,19.6,,23.5,109.875,0.54333,9.57143,97.57143,493.72727,,,,135.33333,0.20667,18,6.8,1,,16.71,0.576,0.0141,6.66667,8.3603,37.02099448,54,2.5409,71.2811,4.6861,0.709527222,2.563,0.195,0.5875,0.9546,0.26305,76.56,1.49,3.07,8.89,127.9368,679,70.9677,9.788903091,897.5214,63.9963
TtID_7698836,7698836,No,,Unknown,,15.2,0.60333,30.4,,31.4,279.33333,0.53333,8.63333,89.33333,115.4,,,,120,0.2,30,7.4,1,,16.3,1.3,0.0232,6.66667,,,,,,,,,,,,,,,,,,,,,,
TtID_7698892,7698892,No,HighStrs,Strs,,,,,,,,,,,178.74259,,,,,,,,,,,,,,9.0588,47.49723757,48.3429,4.6878,42.7452,4.6418,0.709899528,2.5681,0.1777,0.5098,0.6845,0.001,78.57,1.82,3.38,4.94,95.9246,616,49.5299,9.802972433,926.9989,21533.7906
TtID_7698894,7698894,No,Strs,Strs,899.856,,,,,,138.66667,,7.96667,94.66667,108.44444,,1724.22222,37.5,,,,7.4,,,24.1,0.55,0.025,,9.0588,47.52209945,47,3.1401,17.9346,4.6425,0.709292672,2.5681,0.2376,0.5098,0.8518,0.040178,78.55,1.83,3.4,4.94,104.039,643.4969,63.8721,10.03403938,1043.8656,21540.7413
TtID_7698936,7698936,No,HighStrs,Strs,,,,,,,,,,,662.14902,,,,,,,,,,,,,,9.0588,47.29281768,50.5847,4.7611,31.5154,4.6891,0.702405085,2.5681,0.1777,0.5098,0.6458,0.014861,77.2,2.05,3.76,5.48,82.712,680.642,50.89,10.04862642,963.7529,23447.844
TtID_7698960,7698960,No,Strs,Strs,,,,,,,,,,,424.2549,,,,,,,,,,,,,,9.0588,48.05745856,50.9418,5.8773,15.177,4.7119,0.701183091,2.5681,0.4452,0.5098,0.6702,0.001,76.83,2.2,4.04,5.6,89.0897,679,27.8318,10.27925224,1345.4985,24901.4907
TtID_7699002,7699002,No,HighStrs,Strs,,,,12.4,,,,,,,,,,,,,,,,,,,0.08429,,9.6005,48.08232044,51,5.5066,21.1809,4.7208,0.698411422,2.6208,0.2303,0.6047,2.0286,0.001,76.66,2.25,4.14,5.61,97.6229,679,54.7201,10.37221649,1079.243,24970.9203
TtID_7699072,7699072,No,HighStrs,Strs,,,,,,,,,,,77.63409,,,,,,,,,,,,,,9.0588,47.49779006,49,4.71,18.4911,4.6224,0.710996021,2.5681,0.16,0.5098,0.64,0.001,78.61,1.8,3.35,4.95,92.0365,616,52.5,10.01259692,1107.4319,21522.5973
TtID_7699976,7699976,No,Strs,Strs,,,,,,,304.03333,,7.16,66.15,,,,,,,,6.925,,,12.1755,,,,9.6005,71.75303867,46.8333,25.1828,53.7689,4.7759,0.348935431,2.6208,0.333,0.6047,1.7105,0.286815,37.55,3.54,7.34,27.96,116.5378,679,25.3241,10.16028558,845.95,27.945
TtID_7700898,7700898,No,HighStrs,Strs,816.536,,,,,19.75,127.75455,,9.04,98,88.3,,274.2,37.8,,,,7.18182,,,19.93636,0.59,0.03798,,9.6005,48.09447514,51.8753,6.0226,27.2247,4.7064,0.696543358,2.6208,0.1918,0.6047,2.5536,0.057272,76.58,2.28,4.19,5.62,88.6216,679,51.2898,10.32732862,1043.1483,25008.6483
TtID_7709190,7709190,No,Strs,Strs,,,,,23,15,388,,7.5125,76.375,102.4,,,,,,,7.525,,,15.5,0.366,0.0054,,4.3175,111.1513812,45.3248,11.0205,400.3212,4.7313,0.625442427,0.8766,0.2744,0.4114,2.8279,0.481388,72.47,2.76,5.22,4.94,152.1656,672.8882,34.5191,7.068276719,772.16,32.3091
TtID_7709594,7709594,No,Other,Other,,59,0.51,,,,,,,,,,,16.66667,43.33333,0.16667,6.76667,,2.6,,,,,2.16667,9.0946,35.90220994,46,6.9939,428.5721,4.8961,0.729271769,1.6145,0.2332,0.9557,3.4125,5.832573,91.98,0.28,0.62,1.66,149.7026,667,45.049,6.912989879,717.2308,2.601
TtID_7709602,7709602,Yes,SubRef,Ref,,,,,,,135.76,,9.82,92.8,,,,,,,,7.6,,,14.24,,,,12.7461,42.3558011,45,6.21,574.8673,5.0582,0.736825598,2.3016,0.23,1.9764,2.22,2.494556,68.73,0.94,1.87,20.14,142.3888,669.0741,42.19,6.606100616,750.4039,23.2182
TtID_7709606,7709606,No,Strs,Strs,,,,,18.5,17.25,277,,10.46,100.8,140.4,,,,,,,7.74,,,14.04,0.538,0.0062,,0.6619,35.86187845,46,8.178,354.5276,4.8946,0.708074911,0.1597,0.2705,0.1307,5.4329,0.498049,74.78,1.01,2.03,14.2,149.3082,667,45.598,7.260212095,879.4908,49.9185
TtID_7709608,7709608,Yes,SubRef,Ref,,83.2,0.51,,,,,,,,,,,6.264,34,0.35,2.732,,2.6,,,,,4.38,7.6616,62.84861878,46,6.3231,467.7698,4.8713,0.757938208,1.3509,0.2389,0.8377,2.2847,4.045407,84.24,3.68,7.44,3.54,147.4516,668.6867,42.6552,6.856738936,755.0355,5.6583
TtID_7709628,7709628,No,HighStrs,Strs,,,,,16.75,15.25,241.875,,8.325,93.375,32,,,,,,,8.2,,,20.5125,0.432,0.015,,0.9,86.62707182,46,7.35,324.9139,4.6105,0.634105919,0.15,0.27,0.15,5.75,1.005223,63.73,3.71,6.87,4.56,120.0968,667,52.3744,7.500521866,840.7455,29.7279
TtID_7709630,7709630,No,Strs,Strs,,,,,,,346.4,,9,91.8,,,,,,,,8,,,16.41111,,0.10267,,6.6904,40.0839779,45.9938,7.9944,383.1116,4.7545,0.647334514,1.2472,0.2536,0.8177,3.6421,0.898791,69.66,2.81,5.12,14.14,138.9583,668.4119,44.1559,7.193722568,780.8221,149.8707
TtID_7709646,7709646,No,SomeStrs,Strs,,6.86667,0.5,15.8,31.88889,29.25,252.5,0.95,10.31429,106.57143,140.09091,,,107.66667,106.33333,0.2,9.43333,8.475,1,,17.59231,0.441,0.0123,5,12.1282,38.08176796,45.1558,6.0469,435.9563,4.7991,0.699051558,2.2179,0.2366,2.2673,1.8469,1.451876,67.83,1.92,3.79,16.63,137.5469,667,41.2496,6.931502035,744.7533,73.863
TtID_7709660,7709660,No,SomeStrs,Strs,,10.33333,0.93667,13.4,22,,238.66667,0.79,7.66667,88,171.16667,,,,176.66667,0.2,316.66667,7.53333,1,,18.6,0.284,0.021,5,1.8586,142.9718232,45.9997,12.7776,353.2055,4.6775,0.695888727,0.3927,0.2902,0.2347,3.0267,1.630754,72.62,3.47,7.37,7.29,149.6422,667,31.9327,7.305554977,793.8338,8.3916
TtID_7709662,7709662,No,Strs,Strs,,,,,,,,,,,203,,,,,,,,,,,,,,1.2398,123.019337,45.3571,12.3,319.4571,4.6568,0.62982239,0.2094,0.28,0.1865,3.48,1.747433,64.14,3.22,6.19,12.66,134.6958,667,34.02,7.523516655,806.648,43.8462
TtID_7709664,7709664,No,Strs,Strs,,,,,,,,,,,250.71429,,,,,,,,,,,,,,1.2625,139.7287293,45.9093,12.3148,353.6881,4.6851,0.674527602,0.2349,0.2841,0.1745,3.4659,0.658724,73.45,2.17,4,6.34,142.0769,667,33.7546,7.308095343,771.5467,11.2455
TtID_7709666,7709666,No,HighStrs,Strs,,,,,,,,,,,14179.125,,,,,,,,,,,,,,0.9,125.6375691,45.1456,12.3,317.6596,4.6612,0.63382817,0.15,0.28,0.15,3.48,0.970123,65.19,3.41,6.64,11.77,134.0895,667,34.02,7.557514264,784.6173,52.5717
TtID_7709668,7709668,No,Strs,Strs,,,,,20.75,15,301.125,,8.2625,92.375,242,,,,,,,7.925,,,19.98,0.454,0.0268,,0.9,94.1839779,45.8902,10.4327,317.4917,4.5987,0.576507561,0.15,0.2768,0.15,4.3375,0.21839,62.97,6.66,11.16,5.4,111.4344,667,42.1322,7.594228899,865.0935,95.0796
TtID_7709670,7709670,No,Strs,Strs,,,,,21.5,17.5,418.5,,8.2625,88.5,347.04762,,,,,,,7.875,,,17.53,0.486,0.011,,0.9,126.2353591,45.4058,11.5064,323.7901,4.6518,0.609262686,0.15,0.2796,0.15,3.8436,0.358052,61.37,5.18,9.73,11.44,125.9442,667,37.1688,7.552659241,790.8747,59.0004
